quote,author,tags
holding anger is a poison...it eats you from inside...we think that by hating someone we hurt them...but hatred is a curved blade...and the harm we do to others...we also do to ourselves.,"Mitch Albom,",['ruby-anger']
i have nothing to declare except my genius.,Oscar Wilde,['humor']
"when someone is in your heart, theyre never truly gone. they can come back to you, even at unlikely times.","Mitch Albom,",['love']
"even after all this timethe sun never says to the earth,""you owe me.""lookwhat happenswith a love like that,it lights the whole sky.",Hafiz,"['life', 'love', 'sky', 'sun']"
"but i didnt understand then. that i could hurt somebody so badly she would never recover. that a person can, just by living, damage another human being beyond repair.",Haruki Murakami,['depressing']
you only live twiceonce when you are bornand once when you look death in the face,"Ian Fleming,","['death', 'haiku', 'james-bond', 'philosophy', 'poetry']"
"i dont go out with strangers,"" i said.""good thing i do. ill pick you up at five.","Becca Fitzpatrick,",['fallen-angels']
"we are each our own devil, and we make this world our hell.",Oscar Wilde,"['devil', 'hell', 'world']"
"tomorrow, and tomorrow, and tomorrow,creeps in this petty pace from day to day,to the last syllable of recorded timeand all our yesterdays have lighted foolsthe way to dusty death. out, out, brief candle!lifes but a walking shadow, a poor player,that struts and frets his hour upon the stage,and then is heard no more. it is a taletold by an idiot, full of sound and fury,signifying nothing.","William Shakespeare,",['inspirational']
"reality doesnt impress me. i only believe in intoxication, in ecstasy, and when ordinary life shackles me, i escape, one way or another. no more walls.","AnaÃ¯s Nin,","['ecstasy', 'escape', 'freedom', 'intoxication', 'reality']"
wanting to be someone else is a waste of the person you are.,Marilyn Monroe,"['inspirational', 'misattributed', 'self-acceptance', 'self-esteem']"
"i know its wrong god, its all kinds of wrong but i just want to lie down with you and wake up with you, just once, just once ever in my life.","Cassandra Clare,","['city-of-glass', 'clary-fray', 'jace-wayland']"
the future depends on what you do today.,Mahatma Gandhi,"['action', 'carpe-diem', 'future', 'present']"
trees that are slow to grow bear the best fruit.,Moliere,"['inspirational', 'patience']"
"only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.",Leo Tolstoy,"['grief', 'inspirational']"
if death meant just leaving the stage long enough to change costume and come back as a new character...would you slow down? or speed up?,"Chuck Palahniuk,",['death']
"laughter is wine for the soul laughter soft, or loud and deep, tinged through with seriousness the hilarious declaration made by man that life is worth living.",Sean O'Casey,"['joy', 'laughter']"
if you never did you should. these things are fun and fun is good.,Dr. Seuss,['suess']
intelligence plus characterthat is the goal of true education.,Martin Luther King Jr.,['education']
"the mark of the immature man is that he wants to die nobly for a cause, while the mark of the mature man is that he wants to live humbly for one.","J.D. Salinger,","['attributed', 'growing-up', 'wilhelm-stekel']"
only a generation of readers will spawn a generation of writers.,Steven Spielberg,"['education', 'reading']"
"i cant eat and i cant sleep. im not doing well in terms of being a functional human, you know?","Ned Vizzini,","['depression', 'sadness', 'suicide']"
you care so much you feel as though you will bleed to death with the pain of it.,"J.K. Rowling,","['grief', 'harry-potter', 'hurt', 'pain']"
do not spoil what you have by desiring what you have not remember that what you now have was once among the things you only hoped for.,Epicurus,"['desire', 'gratitude', 'hope']"
"can you surf really well, then?""i looked at grover, who was trying hard not to laugh.""jeez, nico,"" i said. ""ive never really tried.""he went on asking questions. did i fight a lot with thalia, since she was a daughter of zeus? i didnt answer that one. if annabeths mother was athena, the goddess of wisdom, then why didnt annabeth know better than to fall off a cliff? i tried not to strangle nico for asking that one. was annabeth my girlfriend? at this point, i was ready to stick the kid in a meatflavored sack and throw him to the wolves.",Rick Riordan,"['annabeth-chase', 'athena', 'funny', 'humor', 'myth', 'mythology', 'olympians', 'percy-jackson', 'posiedon', 'the-lightning-thief', 'zeus']"
books are no more threatened by kindle than stairs by elevators.,Stephen Fry,"['books', 'e-readers', 'kindle', 'reading']"
there is more than one way to burn a book. and the world is full of people running about with lit matches.,Ray Bradbury,['censorship']
"the question is not what you look at, but what you see.",Henry David Thoreau,['inspirational']
"i was always hungry for love. just once, i wanted to know what it was like to get my fill of it to be fed so much love i couldnt take any more. just once. ","Haruki Murakami,",['love']
"...you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit.","Lemony Snicket,",['crying']
dont cry over someone who wouldnt cry over you.,Lauren Conrad,"['crying', 'heartache', 'love', 'sadness', 'tears']"
you can only be young once. but you can always be immature.,Pat  Monahan,"['humor', 'immature', 'young']"
"the things you used to own, now they own you.","Chuck Palahniuk,","['own', 'things']"
"if, then, i were asked for the most important advice i could give, that which i considered to be the most useful to the men of our century, i should simply say in the name of god, stop a moment, cease your work, look around you.","Leo Tolstoy,","['advice-for-writers', 'awareness', 'life']"
"you deal with mythological stuff for a few years, you learn that paradises are usually places where you get killed.","Rick Riordan,","['humor', 'mythological', 'paradise']"
"if someone were to harm my family or a friend or somebody i love, i would eat them. i might end up in jail for 500 years, but i would eat them.",Johnny Depp,"['humour', 'love']"
"if you want to get laid, go to college. if you want an education, go to the library.",Frank Zappa,"['education', 'sex']"
"we cant be afraid of change. you may feel very secure in the pond that you are in, but if you never venture out of it, you will never know that there is such a thing as an ocean, a sea. holding onto something that is good for you now, may be the very reason why you dont have something better.",C. JoyBell C.,"['change', 'changes', 'courage', 'encouragement', 'exploration', 'growing', 'inspirational-quotes', 'letting-go', 'life-and-living', 'self-discovery']"
